종목코드,종목명,종가,대비,등락률,순자산가치(NAV),시가,고가,저가,거래량,거래대금,시가총액,순자산총액,상장좌수,기초지수_지수명,기초지수_종가,기초지수_대비,기초지수_등락률
"495550","SOL 코리아밸류업TR","38810","1575","4.23","38753.92","39045","40185","38590","379133","15018533997","227038500000","0","5850000","코리아 밸류업 TR 지수","4047.13","183.92","4.76"
"450910","SOL 코스닥150","17630","420","2.44","17865.94","18035","18210","17505","37216","661420106","43369800000","0","2460000","코스닥 150","1835.35","64.09","3.62"
"0192T0","SOL 코스닥TOP10","9115","435","5.01","9220.18","9145","9340","8925","451992","4134278047","37371500000","0","4100000","코스닥 TOP 10 지수","2006.58","94.62","4.95"
"0192S0","SOL 코스피200채권혼합50","10305","265","2.64","10296.28","10215","10495","10215","309191","3223268006","19579500000","0","1900000","코스피 200 KTB 혼합지수","3279.92","85.10","2.66"
"0040X0","SOL 팔란티어미국채커버드콜혼합","9925","50","0.51","9945.34","9885","9990","9885","477565","4743113648","196515000000","0","19800000","KEDI 팔란티어미국채커버드콜혼합지수(NTR)","2358.79","0.00","0.00"
"0040Y0","SOL 팔란티어커버드콜OTM채권혼합","8415","50","0.60","8383.64","8365","8425","8365","425799","3581509864","375309000000","0","44600000","KEDI 팔란티어커버드콜OTM 채권혼합지수(NTR)","1875.61","0.00","0.00"
"0105D0","SOL 한국AI소프트웨어","11480","390","3.52","11447.15","11490","11975","11290","350341","4090631081","29274000000","0","2550000","KEDI 한국AI소프트웨어 지수(PR)","979.87","30.76","3.24"
"0092B0","SOL 한국원자력SMR","18000","1240","7.40","19222.86","17870","18090","17015","217945","3844144845","150300000000","0","8350000","FnGuide 한국원자력 SMR 지수(PR)","3548.07","315.00","9.74"
"429980","SOL 한국형글로벌전기차&2차전지액티브","20775","660","3.28","20812.68","20805","20990","20595","2830","59087860","10387500000","0","500000","FactSet Global Electric Vehicle and Rechargeable Battery Korea-Tilted Index(PR)","526.49","10.12","1.96"
"0008T0","SOL 화장품TOP3플러스","13995","-235","-1.65","13949.09","14450","14500","13900","428441","6068966974","62277750000","0","4450000","FnGuide 화장품TOP3 플러스 지수(PR)","2021.81","-35.54","-1.73"
"0139F0","TIGER 12월자동연장금융채(AA-이상)액티브","101375","10","0.01","101370.65","101375","101375","101370","51","5170075","1197036000000","0","11808000","KIS 12월 만기 자동연장금융채(AA-이상) 총수익지수","118.02","0.00","0.00"
"102110","TIGER 200","129575","5665","4.57","130015.32","132775","135400","129345","5715343","763229631362","11279503750000","0","87050000","코스피 200","1291.32","59.78","4.85"
"139260","TIGER 200 IT","169920","4635","2.80","171023.76","175925","179835","169920","1099353","194377817523","2966803200000","0","17460000","코스피 200 정보기술","17475.43","673.41","4.01"
"139220","TIGER 200 건설","8465","450","5.61","8948.79","8905","9000","8345","1954961","16917965694","146444500000","0","17300000","코스피 200 건설","864.56","61.28","7.63"
"139290","TIGER 200 경기소비재","32545","1300","4.16","32401.44","32605","33340","32190","5958","195404000","7810800000","0","240000","코스피 200 경기소비재","3204.18","94.25","3.03"
"139270","TIGER 200 금융","17260","660","3.98","17261.51","17150","17725","16940","61884","1078773297","31413200000","0","1820000","코스피 200 금융","1755.44","66.94","3.96"
"227550","TIGER 200 산업재","12985","190","1.48","13187.88","13185","13475","12985","3056","40237781","4414900000","0","340000","코스피 200 산업재","1319.48","50.72","4.00"
"227560","TIGER 200 생활소비재","12850","-30","-0.23","12853.92","13010","13115","12850","2392","30990384","2827000000","0","220000","코스피 200 생활소비재","1321.39","3.31","0.25"
"139250","TIGER 200 에너지화학","18885","395","2.14","18894.51","19020","19430","18710","60367","1151060419","32859900000","0","1740000","코스피 200 에너지/화학","1869.59","50.77","2.79"
"139230","TIGER 200 중공업","16570","810","5.14","16869.91","16765","17065","16450","406325","6809649793","348964200000","0","21060000","코스피 200 중공업","1601.34","93.28","6.19"
"139240","TIGER 200 철강소재","11860","565","5.00","11809.02","11710","12130","11635","25852","306022190","7116000000","0","600000","코스피 200 철강/소재","1175.09","58.69","5.26"
"227540","TIGER 200 헬스케어","18200","105","0.58","18215.49","18590","18625","18095","30348","557889850","30576000000","0","1680000","코스피 200 헬스케어","1924.36","22.03","1.16"
"243880","TIGER 200IT레버리지","664095","47095","7.63","666355.61","713945","733780","650000","237274","168429050321","1012744875000","0","1525000","코스피 200 정보기술","17475.43","673.41","4.01"
"310960","TIGER 200TR","75190","3115","4.32","75537.30","77075","78540","75165","139759","10834324202","383469000000","0","5100000","코스피 200 TR","1710.59","79.10","4.85"
"252000","TIGER 200동일가중","20975","530","2.59","21238.71","21365","21595","20975","134","2855290","16780000000","0","800000","코스피 200 동일가중지수","4076.09","126.35","3.20"
"267770","TIGER 200선물레버리지","139070","11925","9.38","139696.01","145000","151725","139070","64184","9348749651","319861000000","0","2300000","코스피 200 선물지수","6340.41","317.22","5.27"
"252710","TIGER 200선물인버스2X","90","-9","-9.09","90.33","83","90","80","123558821","10345711460","32283000000","0","358700000","코스피 200 선물지수","6340.41","317.22","5.27"
"243890","TIGER 200에너지화학레버리지","10695","630","6.26","10653.04","10995","11230","10450","42324","459455626","6684375000","0","625000","코스피 200 에너지/화학","1869.59","50.77","2.79"
"315270","TIGER 200커뮤니케이션서비스","22255","915","4.29","22343.90","22195","23100","21960","14513","325380393","5786300000","0","260000","코스피 200 커뮤니케이션서비스","2224.00","61.61","2.85"
"289480","TIGER 200커버드콜","12275","220","1.82","12166.84","12055","12600","12055","32568","402521889","30687500000","0","2500000","코스피 200 커버드콜 ATM 지수","1806.85","6.35","0.35"
"166400","TIGER 200커버드콜OTM","23605","280","1.20","23360.25","23325","25420","23165","1719","41635542","11802500000","0","500000","코스피 200 커버드콜 5% OTM","731.35","-13.02","-1.75"
"0104N0","TIGER 200타겟위클리커버드콜","25350","1120","4.62","25309.55","25775","26335","25155","383655","9967276264","268710000000","0","10600000","코스피 200 타겟 7% 위클리 커버드콜 지수","4248.90","192.57","4.75"
"480260","TIGER 27-04회사채(A+이상)액티브","53465","20","0.04","53461.52","53425","53475","53425","5340","285460076","470064280000","0","8792000","KIS 회사채2704만기형 지수 (총수익 지수)","121.08","0.00","0.00"
"0094K0","TIGER 28-04 회사채(A+이상)액티브","98695","80","0.08","98698.92","98730","98730","98650","13745","1356481930","276839475000","0","2805000","KIS 회사채 2804만기형 지수(총수익)","109.77","0.00","0.00"
"364980","TIGER 2차전지TOP10","11330","550","5.10","11368.59","11265","11760","11120","3946801","45366555530","721721000000","0","63700000","KRX 2차전지 TOP 10 지수","3979.42","224.28","5.97"
"412570","TIGER 2차전지TOP10레버리지","1715","170","11.00","1739.62","1661","1818","1631","10283146","17879064950","192165750000","0","112050000","KRX 2차전지 TOP 10 지수","3979.84","224.70","5.98"
"462010","TIGER 2차전지소재Fn","6200","330","5.62","6219.65","6200","6400","6085","3645655","22802160390","660610000000","0","106550000","FnGuide 2차전지소재 (Price Return) 지수","2121.00","115.14","5.74"
"305540","TIGER 2차전지테마","21605","1360","6.72","21522.81","21195","22140","21005","990737","21476119901","1092132750000","0","50550000","WISE 2차전지 테마 지수","8062.43","449.42","5.90"
"471760","TIGER AI반도체핵심공정","22310","2160","10.72","22478.28","21025","22910","20380","2952642","63528582342","195212500000","0","8750000","iSelect AI반도체핵심공정지수","4680.15","506.54","12.14"
"365040","TIGER AI코리아그로스액티브","42920","2035","4.98","42622.91","43155","44155","42310","24714","1077423000","85840000000","0","2000000","코스피","8123.10","359.15","4.63"
"364960","TIGER BBIG","7220","245","3.51","7182.10","7165","7350","7065","71263","514390676","92055000000","0","12750000","KRX BBIG 지수","1995.98","60.87","3.15"
"412560","TIGER BBIG레버리지","2180","85","4.06","2234.41","2095","2335","2095","22053","50207695","1417000000","0","650000","KRX BBIG 지수","1998.79","63.68","3.29"
"475630","TIGER CD1년금리액티브(합성)","1068755","95","0.01","1068667.52","1068750","1068755","1068750","32683","34930049534","1452331169500","0","1358900","KIS CD 1Y 총수익지수","12258.77","2.97","0.02"
"357870","TIGER CD금리투자KIS(합성)","57615","5","0.01","57614.77","57610","57615","57610","363810","20960384135","3787610100000","0","65740000","KIS CD Index(총수익)","12632.44","4.08","0.03"
"499660","TIGER CD금리플러스액티브(합성)","1001485","90","0.01","1001398.54","1001480","1001485","1001480","15126","15148435519","462185327500","0","461500","KIS CD+CPI연동금리 월분배 지수","12150.24","3.05","0.03"
"400970","TIGER Fn메타버스","9275","105","1.15","9304.52","9550","9635","9190","29388","278653814","50085000000","0","5400000","FnGuide 메타버스테마 지수","1976.68","20.60","1.05"
"377990","TIGER Fn신재생에너지","30620","955","3.22","30503.56","31175","31365","30290","155898","4806313632","162286000000","0","5300000","FnGuide 신재생에너지 지수","5789.24","175.35","3.12"
"417630","TIGER KEDI혁신기업ESG30","21085","90","0.43","21080.36","21605","21975","20995","2466","52890900","23193500000","0","1100000","KEDI 혁신기업ESG30 지수(시장가격 지수)","5248.94","43.17","0.83"
"449170","TIGER KOFR금리액티브(합성)","111105","10","0.01","111103.38","111100","111105","111100","124135","13791727964","2169991755000","0","19531000","KOFR 지수","1190.16","0.09","0.01"
"292160","TIGER KRX300","58005","3520","6.46","57732.27","59150","59950","57505","1523","90507209","29002500000","0","500000","KRX 300","5633.80","257.84","4.80"
"0072R0","TIGER KRX금현물","13485","295","2.24","13614.72","13490","13600","13430","813819","10993271545","1314787500000","0","97500000","KRX 금현물지수","4774.62","89.00","1.90"
"404540","TIGER KRX기후변화솔루션","28715","1005","3.63","28861.17","29790","29965","28715","4814","142223205","11486000000","0","400000","KRX 기후변화 솔루션지수","5488.87","163.25","3.07"
"228820","TIGER KTOP30","22250","1210","5.75","22127.95","22655","23100","21965","23856","543287302","22250000000","0","1000000","KTOP 30","22246.99","1006.72","4.74"
"300610","TIGER K게임","5850","55","0.95","5848.39","5935","5950","5785","19390","114109789","14332500000","0","2450000","WISE K게임 테마 지수","478.71","2.93","0.62"
"463250","TIGER K방산&우주","40400","2085","5.44","40347.95","39000","41260","38980","929758","37209022599","737300000000","0","18250000","iSelect K방산&우주","5977.72","288.39","5.07"
"138530","TIGER LG그룹플러스","13380","160","1.21","13514.45","13930","14105","13255","1493450","20616872919","144771600000","0","10820000","MKF LG그룹+ FW","13617.75","240.42","1.80"
"445910","TIGER MKF배당귀족","21925","510","2.38","21976.94","22090","22555","21905","9238","204763480","24117500000","0","1100000","MKF 배당귀족 지수(시장가격지수)","2232.97","34.43","1.57"
"289260","TIGER MSCI KOREA ESG리더스","32555","1530","4.93","32544.73","33200","33740","32555","1288","43065905","19533000000","0","600000","MSCI Korea Country ESG Leaders Capped Index","4704.48","174.18","3.84"
"289250","TIGER MSCI KOREA ESG유니버설","40625","1935","5.00","40615.11","41590","42250","40450","1747","72173147","26812500000","0","660000","MSCI Korea ESG Universal Index","5787.75","258.54","4.68"
"310970","TIGER MSCI Korea TR","58000","3085","5.62","57862.82","59270","60330","57660","49743","2960441127","5846400000000","0","100800000","MSCI Korea TR Index","5836.60","278.79","5.02"
"269370","TIGER S&P글로벌인프라(합성)","19150","-110","-0.57","19135.70","19270","19800","19025","929","17821612","13405000000","0","700000","S&P Global Infrastructure Index","3760.97","0.00","0.00"
"248270","TIGER S&P글로벌헬스케어(합성)","26555","5","0.02","26649.85","26550","27000","26435","2393","63619070","30272700000","0","1140000","S&P Global 1200 Health Care Index","5360.99","0.00","0.00"
"0195S0","TIGER SK하이닉스단일종목레버리지","20335","795","4.07","20153.74","23155","23195","20335","65015125","1456879822924","2008589625000","0","98775000","KRX SK하이닉스 지수","12558.41","286.21","2.33"
"0025N0","TIGER TDF2045 적격","12615","100","0.80","12566.21","12655","12670","12600","666591","8420114091","730408500000","0","57900000","S&P Korea Target Date 2045 Global Index","524.34","0.00","0.00"
"453950","TIGER TSMC파운드리밸류체인","38615","1145","3.06","38886.65","38800","38875","37490","18299","708803149","63714750000","0","1650000","FactSet TSMC 파운드리 밸류체인 지수(시장가격지수)","848.57","49.04","6.13"
"364990","TIGER 게임TOP10","5255","45","0.86","5263.69","5300","5355","5185","155759","822455802","25486750000","0","4850000","KRX 게임 TOP 10 지수","649.99","3.30","0.51"
"139280","TIGER 경기방어","12550","-115","-0.91","12491.76","12665","12775","12445","7495","94391287","43172000000","0","3440000","코스피 200 경기방어소비재","1237.11","6.65","0.54"
"237440","TIGER 경기방어채권혼합","10190","75","0.74","10201.64","10200","10250","10180","6967","71146385","10190000000","0","1000000","경기방어소비재 채권혼합 지수","1612.71","5.46","0.34"
"319640","TIGER 골드선물(H)","24895","540","2.22","24892.85","25090","25175","24840","38897","971924681","117006500000","0","4700000","S&P GSCI Gold Index(TR)","2003.98","0.00","0.00"
"0190Y0","TIGER 구글밸류체인","10365","180","1.77","10353.77","10405","10510","10310","795380","8278726557","106759500000","0","10300000","Akros Google Value Chain 지수 (Price Return)","10241.25","0.00","0.00"
"160580","TIGER 구리실물","17200","475","2.84","16907.90","17135","17300","16725","169416","2912855891","198660000000","0","11550000","S&P GSCI Cash Copper Index","304.69","0.00","0.00"
"451530","TIGER 국고채30년스트립액티브","38875","820","2.15","38934.43","39000","39000","38055","65851","2542925013","155500000000","0","4000000","KIS STRIP 30Y Index(총수익지수)","7401.71","164.62","2.27"
"114820","TIGER 국채3년","104530","325","0.31","104455.80","104415","105000","104315","15222","1589934637","133693870000","0","1279000","KTB INDEX(시장가격)","10114.48","24.35","0.24"
"275980","TIGER 글로벌4차산업혁신기술(합성 H)","23730","520","2.24","23826.69","25340","25340","23095","3274","77160615","64071000000","0","2700000","Morningstar Exponential Technologies Equal Weighted Select PR USD","4171.42","26.43","0.64"
"464310","TIGER 글로벌AI&로보틱스 INDXX","15970","355","2.27","15948.92","15805","16160","15800","50230","802860032","128558500000","0","8050000","Indxx Global Robotics & Artificial Intelligence Thematic Index(PR)","5762.17","0.00","0.00"
"418670","TIGER 글로벌AI사이버보안","15630","35","0.22","15737.89","15615","16065","15615","60102","946512659","41263200000","0","2640000","Indxx Cybersecurity 지수 (PR)","2340.63","0.00","0.00"
"466950","TIGER 글로벌AI액티브","40620","2085","5.41","40377.85","41010","41710","40400","991921","40862856362","600363600000","0","14780000","Indxx Artificial Intelligence and Big Data 지수(PR)","9483.91","0.00","0.00"
"491010","TIGER 글로벌AI전력인프라액티브","33260","1555","4.90","33138.16","33210","33675","33130","233450","7798357734","807552800000","0","24280000","Mirae Asset AI Infrastructure 지수(PR)","4821.84","0.00","0.00"
"412770","TIGER 글로벌AI플랫폼액티브","15725","550","3.62","15694.31","15625","16060","15625","86403","1378101235","98124000000","0","6240000","Indxx Global Metaverse Index (Price Return)","4892.99","-7.76","-0.16"
"394670","TIGER 글로벌리튬&2차전지SOLACTIVE(합성)","13495","505","3.89","13621.78","13350","13580","13150","58789","790559271","287173600000","0","21280000","Solactive Global Lithium 지수(PR)","1875.52","0.00","0.00"
"440340","TIGER 글로벌멀티에셋TIF액티브","13160","0","0.00","13199.52","12930","13245","12930","15034","197901649","26320000000","0","2000000","INDXX 멀티에셋인컴 지수(시장가격 지수)","1205.15","0.00","0.00"
"476690","TIGER 글로벌비만치료제TOP2Plus","11150","140","1.27","11261.14","11385","11385","11115","13906","155372621","39582500000","0","3550000","Indxx Global Obesity Treatment Top 2 Plus 지수 (시장가격)","2664.91","1.17","0.04"
"480310","TIGER 글로벌온디바이스AI","23375","880","3.91","23410.43","23755","23900","23155","52162","1228558039","79475000000","0","3400000","Mirae Asset Global On-Device AI 지수 (PR)","7828.66","0.00","0.00"
"387270","TIGER 글로벌이노베이션액티브","29955","555","1.89","29976.63","29800","30410","29800","8505","257595655","36245550000","0","1210000","NASDAQ 100","29446.18","0.00","0.00"
"276000","TIGER 글로벌자원생산기업(합성 H)","19575","175","0.90","19761.42","19805","19805","19555","1943","38123465","16638750000","0","850000","MorningStar Global Upstream Resources Index(PR)","5332.81","30.63","0.58"
"394660","TIGER 글로벌자율주행&전기차SOLACTIVE","19635","565","2.96","19895.97","19315","20100","19315","12588","249155708","134303400000","0","6840000","Solactive Autonomous & Electric Vehicles 지수(PR)","2579.67","0.00","0.00"
"371450","TIGER 글로벌클라우드컴퓨팅INDXX","12495","-290","-2.27","12562.55","12595","12640","12045","28809","361006164","20991600000","0","1680000","Indxx Global Cloud Computing Index(PR)","5871.04","0.00","0.00"
"464930","TIGER 글로벌혁신블루칩TOP10","21980","185","0.85","22008.15","21805","22085","21780","15275","335205730","132979000000","0","6050000","Mirae Asset Global Innovative Bluechip Top 10 Index(PR)","7280.13","0.00","0.00"
"139320","TIGER 금은선물(H)","17790","400","2.30","17370.80","17970","18000","17770","18788","335911964","41806500000","0","2350000","S&P GSCI Precious Metals Index(TR)","4622.23","0.00","0.00"
"0168K0","TIGER 기술이전바이오액티브","7060","-240","-3.29","7071.21","7450","7480","7030","1568390","11433161744","135340200000","0","19170000","KRX 기술이전 바이오 지수","3450.85","-76.45","-2.17"
"137610","TIGER 농산물선물Enhanced(H)","5065","-30","-0.59","5060.30","5095","5130","5040","40195","203044551","12662500000","0","2500000","S&P GSCI Agriculture Enhanced Index(ER)","67.83","0.00","0.00"
"182490","TIGER 단기선진하이일드(합성 H)","13810","70","0.51","13822.67","13820","13820","13770","664","9146150","8286000000","0","600000","Markit iBoxx USD Liquid High Yield 0-5 year 지수","79.83","0.00","0.00"
"272580","TIGER 단기채권액티브","56720","15","0.03","56722.76","56710","56735","56710","36211","2053795705","778198400000","0","13720000","KIS MSB 6M PLUS 지수","13633.93","0.00","0.00"
"157450","TIGER 단기통안채","111915","5","0.00","111926.27","111885","111930","111885","25975","2906926842","1335145950000","0","11930000","KIS MSB 6M(총수익)","13484.70","3.12","0.02"
"105010","TIGER 라틴35","7030","185","2.70","7052.37","7025","7065","7025","6521","45894509","11248000000","0","1600000","BNY Latin America 35 ADR","3253.81","0.00","0.00"
"123320","TIGER 레버리지","182590","16660","10.04","183086.97","188895","198650","182190","251247","48422153063","456475000000","0","2500000","코스피 200","1291.32","59.78","4.85"
"174350","TIGER 로우볼","20645","25","0.12","20858.27","20745","21135","20565","3933","82144560","11148300000","0","540000","FnGuide Low Vol 지수","21601.98","328.32","1.54"
"329200","TIGER 리츠부동산인프라","4075","-75","-1.81","4071.48","4150","4240","4065","5633845","23466006162","1472297500000","0","361300000","FnGuide 리츠부동산인프라","1663.92","-32.83","-1.93"
"0086C0","TIGER 리츠부동산인프라10채권혼합액티브","9880","-210","-2.08","9918.69","9875","10125","9850","53748","538919830","17290000000","0","1750000","KEDI 리츠부동산인프라TOP10채권혼합지수 (Price Return)","956.30","-8.19","-0.85"
"0086B0","TIGER 리츠부동산인프라TOP10액티브","9730","-220","-2.21","9756.95","9925","10190","9690","90018","896660167","50596000000","0","5200000","KEDI 리츠부동산인프라TOP10지수 (Price Return)","774.07","-13.56","-1.72"
"341850","TIGER 리츠부동산인프라채권","4620","-40","-0.86","4593.81","4595","4730","4595","5531","25885985","9240000000","0","2000000","KIS 리츠부동산인프라채권PR 지수","38583.96","-468.90","-1.20"
"0043B0","TIGER 머니마켓액티브","102710","10","0.01","102703.58","102705","102710","102705","148832","15286313110","2957739870000","0","28797000","KIS-미래에셋 MMF지수","119.02","0.00","0.00"
"147970","TIGER 모멘텀","96830","2320","2.45","96928.35","100230","101300","96015","13795","1370711281","46478400000","0","480000","FnGuide 모멘텀 지수","100112.74","2310.63","2.36"
"458250","TIGER 미국30년국채스트립액티브(합성 H)","36875","490","1.35","37221.96","34400","37065","34400","121732","4492734228","494788750000","0","13418000","ICE BofA Long US Treasury Principal STRIPS Index","408.78","0.00","0.00"
"476550","TIGER 미국30년국채커버드콜액티브(H)","7240","75","1.05","7263.31","7250","7250","7230","1331136","9637132190","901380000000","0","124500000","KEDI 미국채30년 위클리 커버드콜30 지수(Total Return)","1009.02","0.00","0.00"
"0142D0","TIGER 미국AI데이터센터TOP4Plus","13360","660","5.20","13130.49","13300","13720","13265","446320","6024634913","119572000000","0","8950000","Akros U.S. AI Data Center TOP4 Plus 지수(PR)","14482.11","0.00","0.00"
"491830","TIGER 미국AI반도체팹리스","25375","1090","4.49","25487.60","25500","26015","25315","57415","1470591493","46943750000","0","1850000","Mirae Asset US AI Fabless 지수(PR)","21995.69","0.00","0.00"
"490090","TIGER 미국AI빅테크10","16610","65","0.39","16600.13","16595","16710","16595","92812","1546683627","228387500000","0","13750000","KEDI 미국AI빅테크10 지수(PR)","11491.80","0.00","0.00"
"493810","TIGER 미국AI빅테크10타겟데일리커버드콜","12270","25","0.20","12279.29","12395","12400","12265","476589","5869114402","274234500000","0","22350000","KEDI 미국AI빅테크10+15%데일리프리미엄 지수(TR)","10643.81","0.00","0.00"
"0102A0","TIGER 미국AI소프트웨어TOP4Plus","8550","-55","-0.64","8510.29","8485","8610","8470","331490","2838914476","83790000000","0","9800000","Akros U.S. AI Software TOP4 Plus 지수 (Price Return)","7862.65","0.00","0.00"
"0123G0","TIGER 미국AI전력SMR","7610","275","3.75","7531.19","7620","7700","7555","208511","1595328845","155244000000","0","20400000","Akros U.S. AI Electricity SMR Index 지수(PR)","7337.00","0.00","0.00"
"182480","TIGER 미국MSCI리츠(합성 H)","13785","40","0.29","13940.08","13765","13990","13765","139730","1928035335","140607000000","0","10200000","MSCI US REIT Index","1484.32","0.00","0.00"
"360750","TIGER 미국S&P500","27880","185","0.67","27914.24","27905","28000","27860","29332972","819060898132","19029494000000","0","682550000","S&P 500","7394.30","0.00","0.00"
"448290","TIGER 미국S&P500(H)","17220","220","1.29","17224.87","17250","17275","17200","166594","2872326734","495075000000","0","28750000","S&P 500","7394.30","0.00","0.00"
"488500","TIGER 미국S&P500동일가중","13415","55","0.41","13444.60","13395","13465","13395","121539","1631295305","116039750000","0","8650000","S&P 500 Equal Weight Index(PR)","8479.80","0.00","0.00"
"225040","TIGER 미국S&P500레버리지(합성 H)","63425","1645","2.66","63473.86","63680","63880","63355","32522","2067573046","55814000000","0","880000","S&P 500","7394.30","0.00","0.00"
"429000","TIGER 미국S&P500배당귀족","14170","0","0.00","14206.01","14175","14800","14115","102622","1463051177","164372000000","0","11600000","S&P 500 Dividend Aristocrats 지수 (Price Return)","1958.13","0.00","0.00"
"143850","TIGER 미국S&P500선물(H)","75100","950","1.28","75036.03","75320","75375","75000","12586","945804000","93875000000","0","1250000","S&P 500 Futures Index(ER)","593.58","0.00","0.00"
"225030","TIGER 미국S&P500선물인버스(H)","2325","-25","-1.06","2332.32","2325","2335","2320","50996","118356967","4417500000","0","1900000","S&P 500 Futures Total Return Index","1117.18","-1.20","-0.11"
"482730","TIGER 미국S&P500타겟데일리커버드콜","12795","105","0.83","12805.62","12800","12845","12770","571745","7320613835","596886750000","0","46650000","S&P500 10% Daily Premium Covered Call Index(TR)","375.41","0.00","0.00"
"133690","TIGER 미국나스닥100","197890","3360","1.73","198451.13","198660","199400","197820","1160415","230614742879","11121418000000","0","56200000","NASDAQ 100","29446.18","0.00","0.00"
"448300","TIGER 미국나스닥100(H)","22975","540","2.41","23005.12","23070","23145","22925","347856","8014533281","381385000000","0","16600000","NASDAQ 100","29446.18","0.00","0.00"
"418660","TIGER 미국나스닥100레버리지(합성)","49020","1580","3.33","49271.05","49575","50195","48950","575574","28395423633","482847000000","0","9850000","NASDAQ 100","29446.18","0.00","0.00"
"435420","TIGER 미국나스닥100채권혼합50","14695","145","1.00","14689.80","14690","14730","14620","464482","6823881096","429828750000","0","29250000","FnGuide 나스닥100채권혼합50 지수(총수익 지수)","2141.89","33.94","1.61"
"441680","TIGER 미국나스닥100커버드콜(합성)","11715","140","1.21","11750.73","11680","11750","11675","72956","855465394","349692750000","0","29850000","Cboe Nasdaq-100 BuyWrite V2 지수 (Total Return)","1299.64","0.00","0.00"
"486290","TIGER 미국나스닥100타겟데일리커버드콜","11970","190","1.61","11994.88","12000","12060","11970","3175475","38127735776","1887669000000","0","157700000","NASDAQ 100 Daily Covered Call Target Premium 15% 지수(TR)","466.16","0.00","0.00"
"429010","TIGER 미국나스닥넥스트100","21550","765","3.68","21160.16","21050","21685","21050","666","14339340","10775000000","0","500000","Nasdaq Next Generation 100 지수 (Price Return)","1788.65","0.00","0.00"
"203780","TIGER 미국나스닥바이오","32405","480","1.50","32728.83","32705","32785","32400","21457","699239425","88141600000","0","2720000","NASDAQ Biotechnology 지수(시장가격지수)","5923.47","0.00","0.00"
"245340","TIGER 미국다우존스30","37670","330","0.88","37626.93","37660","37725","37500","26522","998968741","140132400000","0","3720000","Dow Jones Industrial Average","50848.75","0.00","0.00"
"456610","TIGER 미국달러SOFR금리액티브(합성)","65400","-410","-0.62","65399.55","65275","65485","65270","49080","3208890576","668649600000","0","10224000","Solactive SOFR Daily Total Return Index","1246.71","0.00","0.00"
"329750","TIGER 미국달러단기채권액티브","14305","-65","-0.45","14277.08","14250","14325","14245","634159","9063170168","581927400000","0","40680000","KIS U.S. TREASURY BOND 0-1Y 지수(총수익)","165.66","0.00","0.00"
"261110","TIGER 미국달러선물레버리지","19220","-175","-0.90","19248.62","19235","19290","19060","1414","27134885","13454000000","0","700000","미국달러선물지수","1702.09","-11.20","-0.65"
"261120","TIGER 미국달러선물인버스2X","4390","60","1.39","4392.15","4425","4425","4375","23139","101645425","38632000000","0","8800000","미국달러선물지수","1702.09","-11.20","-0.65"
"494840","TIGER 미국방산TOP10","13920","395","2.92","14117.70","13970","14015","13860","76473","1066065608","58464000000","0","4200000","Mirae Asset US Defense Top 10 Index(PR)","2043.73","0.00","0.00"
"458730","TIGER 미국배당다우존스","15670","55","0.35","15646.94","15630","15690","15595","1985365","31050428012","3901046500000","0","248950000","Dow Jones U.S. Dividend 100 Price Return Index","6863.15","0.00","0.00"
"0008S0","TIGER 미국배당다우존스타겟데일리커버드콜","10540","10","0.09","10548.39","10590","10590","10510","351049","3701384280","252960000000","0","24000000","Dow Jones U.S. Dividend 100 10% Daily Premium Covered Call 지수","300.22","0.00","0.00"
"458750","TIGER 미국배당다우존스타겟커버드콜1호","13645","20","0.15","13651.74","13710","13710","13595","26545","362225320","68225000000","0","5000000","DowJones U.S. Dividend 100 3% Premium Covered Call 지수 (TR)","789.36","0.00","0.00"
"458760","TIGER 미국배당다우존스타겟커버드콜2호","11670","35","0.30","11642.61","11690","11690","11605","442383","5148585993","728208000000","0","62400000","DowJones U.S. Dividend 100 7% Premium Covered Call 지수 (TR)","640.44","0.00","0.00"
"0015K0","TIGER 미국소비트렌드액티브","7580","35","0.46","7651.14","7685","7695","7580","2025","15486875","5002800000","0","660000","Mirae Asset US Consumer Trend 지수 (PR)","1932.56","0.00","0.00"
"0183J0","TIGER 미국우주테크","14565","1665","12.91","13883.60","14875","15060","14165","23815696","349415086219","2640634500000","0","181300000","Akros U.S. Space Tech 지수(PR)","3045.47","0.00","0.00"
"305080","TIGER 미국채10년선물","13675","-5","-0.04","13686.89","13660","13695","13635","86804","1187039724","239312500000","0","17500000","S&P 10-Year U.S. Treasury Note Futures(ER)","186.15","0.00","0.00"
"0046A0","TIGER 미국초단기(3개월이하)국채","10515","-55","-0.52","10516.55","10470","10530","10470","1095914","11514033779","330065850000","0","31390000","ICE 0-3 Month US Treasury Securities 지수","120.43","0.00","0.00"
"465670","TIGER 미국캐시카우100","16375","75","0.46","16383.20","16365","16405","16275","4379","71657925","13100000000","0","800000","Global X U.S. Cash Flow Kings 100 Index(PR)","2932.34","0.00","0.00"
"381170","TIGER 미국테크TOP10 INDXX","32660","10","0.03","32657.86","32765","32880","32655","1119239","36690131581","4031877000000","0","123450000","Indxx US Tech Top 10 Index","9244.33","0.00","0.00"
"472160","TIGER 미국테크TOP10 INDXX(H)","18200","135","0.75","18157.28","18930","18930","18170","557256","10165390824","244790000000","0","13450000","Indxx US Tech Top 10 Index","9244.33","0.00","0.00"
